LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,LogType,AdditionalInformation,timestamp,input,tokens,Hour,Token_Count
174,2015-10-18,"18:02:02,026",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:1024, vCores:-26> knownNMs=4",E45,"getresources() for application_<var>: ask=<var> release= <var> newcontainers=<var> finishedcontainers=<var> resourcelimit=<memory:<var>, vcores:<var>> knownnms=<var>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:02.026,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor"", ""Content"": ""getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:1024, vCores:-26> knownNMs=4"", ""EventId"": ""E45"", ""EventTemplate"": ""getresources() for application_<var>: ask=<var> release= <var> newcontainers=<var> finishedcontainers=<var> resourcelimit=<memory:<var>, vcores:<var>> knownnms=<var>""}","['get', '##res', '##our', '##ces', '(', ')', 'for', 'application', '_', '<var>', ':', 'ask', '=', '<var>', 'release', '=', '<var>', 'new', '##con', '##tain', '##ers', '=', '<var>', 'finished', '##con', '##tain', '##ers', '=', '<var>', 'resource', '##lim', '##it', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>', 'known', '##n', '##ms', '=', '<var>']",18,48
175,2015-10-18,"18:02:02,026",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:1024, vCores:-26>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:02.026,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:1024, vCores:-26>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
176,2015-10-18,"18:02:02,026",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:02.026,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
177,2015-10-18,"18:02:02,104",INFO,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,auth successful for job_<var> (auth:simple),hadoop,Process: Socket Reader #1 for port 62270,2015-10-18 18:02:02.104,"{""Component"": ""SecurityLogger.org.apache.hadoop.ipc.Server"", ""Content"": ""Auth successful for job_1445144423722_0020 (auth:SIMPLE)"", ""EventId"": ""E23"", ""EventTemplate"": ""auth successful for job_<var> (auth:simple)""}","['au', '##th', 'successful', 'for', 'job', '_', '<var>', '(', 'au', '##th', ':', 'simple', ')']",18,13
178,2015-10-18,"18:02:02,510",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000002 asked for a task,E58,jvm with id : jvm_<var> asked for a task,hadoop,Process: IPC Server handler 13 on 62270,2015-10-18 18:02:02.510,"{""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""JVM with ID : jvm_1445144423722_0020_m_000002 asked for a task"", ""EventId"": ""E58"", ""EventTemplate"": ""jvm with id : jvm_<var> asked for a task""}","['j', '##v', '##m', 'with', 'id', ':', 'j', '##v', '##m', '_', '<var>', 'asked', 'for', 'a', 'task']",18,15
179,2015-10-18,"18:02:02,510",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000002 given task: attempt_1445144423722_0020_m_000000_0,E59,jvm with id: jvm_<var> given task: <var>_<var>,hadoop,Process: IPC Server handler 13 on 62270,2015-10-18 18:02:02.510,"{""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""JVM with ID: jvm_1445144423722_0020_m_000002 given task: attempt_1445144423722_0020_m_000000_0"", ""EventId"": ""E59"", ""EventTemplate"": ""jvm with id: jvm_<var> given task: <var>_<var>""}","['j', '##v', '##m', 'with', 'id', ':', 'j', '##v', '##m', '_', '<var>', 'given', 'task', ':', '<var>', '_', '<var>']",18,17
180,2015-10-18,"18:02:03,041",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:1024, vCores:-26>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:03.041,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:1024, vCores:-26>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
181,2015-10-18,"18:02:03,041",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:03.041,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
182,2015-10-18,"18:02:04,167",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:04.167,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
183,2015-10-18,"18:02:04,167",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:04.167,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
184,2015-10-18,"18:02:05,229",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:05.229,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
185,2015-10-18,"18:02:05,229",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:05.229,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
186,2015-10-18,"18:02:05,651",INFO,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,auth successful for job_<var> (auth:simple),hadoop,Process: Socket Reader #1 for port 62270,2015-10-18 18:02:05.651,"{""Component"": ""SecurityLogger.org.apache.hadoop.ipc.Server"", ""Content"": ""Auth successful for job_1445144423722_0020 (auth:SIMPLE)"", ""EventId"": ""E23"", ""EventTemplate"": ""auth successful for job_<var> (auth:simple)""}","['au', '##th', 'successful', 'for', 'job', '_', '<var>', '(', 'au', '##th', ':', 'simple', ')']",18,13
187,2015-10-18,"18:02:05,870",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000003 asked for a task,E58,jvm with id : jvm_<var> asked for a task,hadoop,Process: IPC Server handler 27 on 62270,2015-10-18 18:02:05.870,"{""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""JVM with ID : jvm_1445144423722_0020_m_000003 asked for a task"", ""EventId"": ""E58"", ""EventTemplate"": ""jvm with id : jvm_<var> asked for a task""}","['j', '##v', '##m', 'with', 'id', ':', 'j', '##v', '##m', '_', '<var>', 'asked', 'for', 'a', 'task']",18,15
188,2015-10-18,"18:02:05,870",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000003 given task: attempt_1445144423722_0020_m_000001_0,E59,jvm with id: jvm_<var> given task: <var>_<var>,hadoop,Process: IPC Server handler 27 on 62270,2015-10-18 18:02:05.870,"{""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""JVM with ID: jvm_1445144423722_0020_m_000003 given task: attempt_1445144423722_0020_m_000001_0"", ""EventId"": ""E59"", ""EventTemplate"": ""jvm with id: jvm_<var> given task: <var>_<var>""}","['j', '##v', '##m', 'with', 'id', ':', 'j', '##v', '##m', '_', '<var>', 'given', 'task', ':', '<var>', '_', '<var>']",18,17
189,2015-10-18,"18:02:06,557",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:06.557,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
190,2015-10-18,"18:02:06,557",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:06.557,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
191,2015-10-18,"18:02:07,573",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:07.573,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
192,2015-10-18,"18:02:07,573",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:07.573,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
193,2015-10-18,"18:02:08,636",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:08.636,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
194,2015-10-18,"18:02:08,636",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:08.636,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
195,2015-10-18,"18:02:09,667",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:09.667,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
196,2015-10-18,"18:02:09,667",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:09.667,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
197,2015-10-18,"18:02:10,667",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:10.667,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
198,2015-10-18,"18:02:10,667",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:10.667,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
199,2015-10-18,"18:02:11,714",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:11.714,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
200,2015-10-18,"18:02:11,714",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:11.714,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
201,2015-10-18,"18:02:12,745",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:12.745,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
202,2015-10-18,"18:02:12,745",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:12.745,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
203,2015-10-18,"18:02:12,808",INFO,SecurityLogger.org.apache.hadoop.ipc.Server,Auth successful for job_1445144423722_0020 (auth:SIMPLE),E23,auth successful for job_<var> (auth:simple),hadoop,Process: Socket Reader #1 for port 62270,2015-10-18 18:02:12.808,"{""Component"": ""SecurityLogger.org.apache.hadoop.ipc.Server"", ""Content"": ""Auth successful for job_1445144423722_0020 (auth:SIMPLE)"", ""EventId"": ""E23"", ""EventTemplate"": ""auth successful for job_<var> (auth:simple)""}","['au', '##th', 'successful', 'for', 'job', '_', '<var>', '(', 'au', '##th', ':', 'simple', ')']",18,13
204,2015-10-18,"18:02:12,855",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID : jvm_1445144423722_0020_m_000004 asked for a task,E58,jvm with id : jvm_<var> asked for a task,hadoop,Process: IPC Server handler 13 on 62270,2015-10-18 18:02:12.855,"{""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""JVM with ID : jvm_1445144423722_0020_m_000004 asked for a task"", ""EventId"": ""E58"", ""EventTemplate"": ""jvm with id : jvm_<var> asked for a task""}","['j', '##v', '##m', 'with', 'id', ':', 'j', '##v', '##m', '_', '<var>', 'asked', 'for', 'a', 'task']",18,15
205,2015-10-18,"18:02:12,855",INFO,org.apache.hadoop.mapred.TaskAttemptListenerImpl,JVM with ID: jvm_1445144423722_0020_m_000004 given task: attempt_1445144423722_0020_m_000002_0,E59,jvm with id: jvm_<var> given task: <var>_<var>,hadoop,Process: IPC Server handler 13 on 62270,2015-10-18 18:02:12.855,"{""Component"": ""org.apache.hadoop.mapred.TaskAttemptListenerImpl"", ""Content"": ""JVM with ID: jvm_1445144423722_0020_m_000004 given task: attempt_1445144423722_0020_m_000002_0"", ""EventId"": ""E59"", ""EventTemplate"": ""jvm with id: jvm_<var> given task: <var>_<var>""}","['j', '##v', '##m', 'with', 'id', ':', 'j', '##v', '##m', '_', '<var>', 'given', 'task', ':', '<var>', '_', '<var>']",18,17
206,2015-10-18,"18:02:13,902",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:13.902,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
207,2015-10-18,"18:02:13,902",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:13.902,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
208,2015-10-18,"18:02:14,933",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:14.933,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
209,2015-10-18,"18:02:14,933",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,reduce slow start threshold not met. completedmapsforreduceslowstart <var>,hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:14.933,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Reduce slow start threshold not met. completedMapsForReduceSlowstart 1"", ""EventId"": ""E85"", ""EventTemplate"": ""reduce slow start threshold not met. completedmapsforreduceslowstart <var>""}","['reduce', 'slow', 'start', 'threshold', 'not', 'met', '.', 'completed', '##ma', '##ps', '##for', '##red', '##uce', '##slow', '##star', '##t', '<var>']",18,17
210,2015-10-18,"18:02:15,949",INFO,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"recalculating schedule, headroom=<memory:<var>, vcores:<var>>",hadoop,Process: RMCommunicator Allocator,2015-10-18 18:02:15.949,"{""Component"": ""org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator"", ""Content"": ""Recalculating schedule, headroom=<memory:0, vCores:-27>"", ""EventId"": ""E83"", ""EventTemplate"": ""recalculating schedule, headroom=<memory:<var>, vcores:<var>>""}","['rec', '##al', '##cula', '##ting', 'schedule', ',', 'head', '##room', '=', '<', 'memory', ':', '<var>', ',', 'vc', '##ores', ':', '<var>', '>']",18,19
